,gld_us,iwm_us,xlb_us,xlc_us,xle_us,xlf_us,xli_us,xlk_us,xlp_us,xlre_us,xlu_us,xlv_us,xly_us,BAMLC0A4CBBB,BAMLH0A0HYM2,DAAA,DBAA,DCOILBRENTEU,DCOILWTICO,DEXJPUS,DEXUSEU,DFF,DGS10,DGS2,DGS30,DHHNGSP,DJIA,DTWEXBGS,NASDAQCOM,SP500,T10Y2Y,T10Y3M,VIXCLS
gld_us,1.0,0.053507404122330876,0.10020723773664994,0.08348502809889717,0.049487858955407055,-0.06490067806565537,0.021710371685297346,0.05365669223743199,0.088367652477908,0.1310036237196212,0.14874412310751725,0.043339442029264125,0.02826274708309663,0.06214483785688829,0.10893818916613346,-0.25607817684074763,-0.2786481478115204,0.08549301548218781,0.01587746740766509,-0.3771169811407894,0.32362848444394715,-0.025268506669893092,-0.2948214271567339,-0.24199607451204394,-0.2660504982855768,-0.000546279388200534,0.028397669192199666,-0.33395008369985413,0.05881943852867813,0.05217108955946415,-0.019023557627794292,-0.030318294908785282,0.0027431612330420223
iwm_us,0.053507404122330876,1.0,0.6563594215788467,0.6933340157584058,0.576646231324097,0.8230707551609069,0.8587056481545221,0.6372840072091508,0.5385947678247849,0.6708867541890531,0.3623219461119028,0.6682063880887776,0.6748705357312424,-0.4010576184157337,-0.5615906923670013,-0.00570028573865311,0.020962194340597786,0.21907076852109053,0.10229746247031403,0.11279901106953627,0.10438244848207177,0.00011600612046849588,0.2622909075434305,0.1597119195088759,0.23237545371297194,0.01291569932725512,0.8482151821962483,-0.2839416469003491,0.8219975704687614,0.8666454576737028,0.05806962926894797,0.00952004431084298,-0.647949682457522
xlb_us,0.10020723773664994,0.6563594215788467,1.0,0.4818385032083048,0.7564718241588096,0.6504993448644042,0.7019324480071346,0.7930231961956073,0.5003254728044357,0.5272792076163734,0.7078498659475406,0.5532783030720572,0.8283967260349747,-0.30997427208091693,-0.42553829942517113,0.007169701399485085,0.028739452812426507,0.19460276898446904,0.10143734704385685,0.06326846980978551,0.13762201172735478,0.0001447094310978088,0.23390612689552742,0.13473754083357284,0.20839692881054386,0.020735859097523617,0.6823869529133959,-0.28574734259622353,0.570350049633017,0.6655669589817059,0.045386745328184715,0.008617830766763711,-0.47636880484060623
xlc_us,0.08348502809889717,0.6933340157584058,0.4818385032083048,1.0,0.3608571494090667,0.6204101617536215,0.650893889756556,0.6542344106940565,0.5070982912133936,0.5515901274929162,0.3018119150292914,0.5811915806674312,0.6211435963457378,-0.3360700412670131,-0.45890928578842144,-0.04689257808677473,-0.028790553532352693,0.15703935592256613,0.08527646756001435,0.04768161494611958,0.09006778208077774,0.010333028257019214,0.16987769759013463,0.07340019763627217,0.1519227759346026,0.037879926718291296,0.7303616319666602,-0.21092978075283322,0.8415328233295472,0.8205271772911175,0.03500996220578895,0.002026916758241875,-0.5315961776996608
xle_us,0.049487858955407055,0.576646231324097,0.7564718241588096,0.3608571494090667,1.0,0.6053889270740338,0.6036990150247068,0.5916679580787503,0.35359887136837553,0.39322044635802317,0.5436829283739477,0.41483139665750496,0.6238641169812048,-0.3336985371783891,-0.41534593669429654,0.0668005734430972,0.09757944394097497,0.436175398089945,0.20888543310239846,0.12233709744633674,0.03874394379224691,0.003918039548421795,0.2976652213841908,0.16594015394105233,0.28541377725888095,0.033874048172985644,0.5896979254549549,-0.22244469102952033,0.41700476248713364,0.5431644181637829,0.04685145998838709,0.010709314302250075,-0.38460656898531603
xlf_us,-0.06490067806565537,0.8230707551609069,0.6504993448644042,0.6204101617536215,0.6053889270740338,1.0,0.8742288392904173,0.5579084082386205,0.6059644119638564,0.6332341714792001,0.3750031331098093,0.6791720578769365,0.5873353451252827,-0.4463463147761588,-0.5788770333342917,0.10562541334238629,0.14094866361799227,0.2382149577052359,0.10602866520263193,0.2073911599182315,0.07262927315803087,0.0036402612447390603,0.4104644893111784,0.26488311274126736,0.37056754905778283,0.01924794978529911,0.8954151176618461,-0.24762179455061903,0.6982558644640203,0.8443144617952384,0.0796980065340051,0.023944179189837572,-0.6016746319361426
xli_us,0.021710371685297346,0.8587056481545221,0.7019324480071346,0.650893889756556,0.6036990150247068,0.8742288392904173,1.0,0.6231598175934978,0.6420503884704376,0.6781227010287026,0.42203714652821195,0.7081287805487828,0.6344535542958483,-0.4326646437424253,-0.566616703394993,0.03032905852365953,0.05735876262806282,0.2378427240591129,0.1256745228670472,0.13979048087796783,0.0987867555746622,-0.0019957811667097405,0.33032554174312984,0.20451237197053798,0.2936449010147897,0.015373205760672267,0.9265762017252518,-0.27906024939474217,0.7582778921257983,0.8870017607303161,0.06922320839812657,0.014591017851264427,-0.6307609734159204
xlk_us,0.05365669223743199,0.6372840072091508,0.7930231961956073,0.6542344106940565,0.5916679580787503,0.5579084082386205,0.6231598175934978,1.0,0.4518791928110306,0.4825037836067394,0.6205222317888656,0.5603969410600206,0.8904659603600175,-0.2956888400615944,-0.4246715555782241,-0.018073326296185625,0.0038992396724790977,0.1568251381470971,0.08172197629602025,0.09584972307182227,0.06424117427905726,-0.0005002048697546484,0.17567331897144828,0.1022857328289772,0.1542485781901313,0.028206328797822915,0.6870696546145,-0.18856333505206652,0.8116883286039009,0.7792712784312468,0.03853617273397643,0.018032470319246825,-0.5646844821189766
xlp_us,0.088367652477908,0.5385947678247849,0.5003254728044357,0.5070982912133936,0.35359887136837553,0.6059644119638564,0.6420503884704376,0.4518791928110306,1.0,0.6870220481355771,0.5364447740697418,0.6981906523936646,0.456414819324202,-0.247548924916604,-0.30981518109133255,-0.061918229300031505,-0.048657034990871345,0.11558334464050983,0.07539918369796934,0.00453891496777818,0.10799695562903597,0.0072614153392640945,0.16342725212380332,0.09670766004684003,0.13082771795317993,0.014249469202585793,0.7284516352132573,-0.21725305145870535,0.5460924759697066,0.6912479802998579,0.02502456830539454,-0.004934628997457146,-0.45224038286712215
xlre_us,0.1310036237196212,0.6708867541890531,0.5272792076163734,0.5515901274929162,0.39322044635802317,0.6332341714792001,0.6781227010287026,0.4825037836067394,0.6870220481355771,1.0,0.5624356633535655,0.6439209876806541,0.507023501380427,-0.2837977819156594,-0.3773297602551453,-0.14527805461920473,-0.14905255653313446,0.1380343035100511,0.08239210983253961,-0.035161231769136776,0.1320818867228788,0.03215845723251363,0.11304537087273976,0.05995083497069187,0.07945988211555337,0.022484844894236945,0.7084306337372268,-0.28769749724107685,0.5956291060344604,0.7111815290969631,0.020610018145235352,-0.009980553766417493,-0.44619743079025503
xlu_us,0.14874412310751725,0.3623219461119028,0.7078498659475406,0.3018119150292914,0.5436829283739477,0.3750031331098093,0.42203714652821195,0.6205222317888656,0.5364447740697418,0.5624356633535655,1.0,0.43374545948515403,0.6399283246418587,-0.15672038010593192,-0.18467319962020268,-0.10559395754833073,-0.11215114141935434,0.08005563158910854,0.05288615720273124,-0.03730743946936849,0.06313229499351182,0.017193164085866523,0.06525887375898971,0.03784134641046472,0.03388005207103151,0.015320008790649896,0.4466467259608064,-0.1526251978604242,0.3191040713853567,0.4328053740403776,0.013834934541433091,0.009740120047234128,-0.24115576506770134
xlv_us,0.043339442029264125,0.6682063880887776,0.5532783030720572,0.5811915806674312,0.41483139665750496,0.6791720578769365,0.7081287805487828,0.5603969410600206,0.6981906523936646,0.6439209876806541,0.43374545948515403,1.0,0.5183466430294894,-0.2964998306455184,-0.40589399336200077,-0.013268861750317216,0.005194382458271987,0.15720793877062914,0.07218008873695765,0.07596922379049187,0.07436522487646231,0.02347578691514163,0.22482281582855954,0.13549723606868636,0.19719227375749643,-0.00029362374117686003,0.8085849233170693,-0.20568256560288894,0.6884736489410835,0.7944833464372858,0.03894682876494083,0.02485828922118533,-0.5626140260829623
xly_us,0.02826274708309663,0.6748705357312424,0.8283967260349747,0.6211435963457378,0.6238641169812048,0.5873353451252827,0.6344535542958483,0.8904659603600175,0.456414819324202,0.507023501380427,0.6399283246418587,0.5183466430294894,1.0,-0.30032111174061166,-0.4313030894979817,-0.03979991161108813,-0.020519731439375532,0.13617044519851085,0.0715703889652172,0.08049655962410437,0.08498328355693859,0.00019114730430737074,0.16031853561574902,0.10651178554667169,0.1371211928044485,0.013103946607217948,0.6696843650076112,-0.20511189935393226,0.734171214872351,0.7284373272190557,0.04381596769715134,-0.008146027639091937,-0.5238873626422303
BAMLC0A4CBBB,0.06214483785688829,-0.4010576184157337,-0.30997427208091693,-0.3360700412670131,-0.3336985371783891,-0.4463463147761588,-0.4326646437424253,-0.2956888400615944,-0.247548924916604,-0.2837977819156594,-0.15672038010593192,-0.2964998306455184,-0.30032111174061166,1.0,0.7504030435397121,0.04295324063578545,0.0756615052277609,-0.2203531880569697,-0.11564022453720868,-0.17252102748138573,-0.08333007199770813,-0.07770940313243693,-0.32861978315525814,-0.2565717227410594,-0.30598659283408886,-0.04430244308185302,-0.4235243978131545,0.25479953085786144,-0.3652820830353561,-0.4207346034237712,-0.026674168281037372,0.0005013837217015901,0.3175850729242495
BAMLH0A0HYM2,0.10893818916613346,-0.5615906923670013,-0.42553829942517113,-0.45890928578842144,-0.41534593669429654,-0.5788770333342917,-0.566616703394993,-0.4246715555782241,-0.30981518109133255,-0.3773297602551453,-0.18467319962020268,-0.40589399336200077,-0.4313030894979817,0.7504030435397121,1.0,-0.09166064093439982,-0.09414566490482365,-0.2720207303595357,-0.1372729663648395,-0.24588232570441593,-0.09385773679320498,-0.04419300542526025,-0.3988208439241147,-0.3103434323466279,-0.36149450577076025,-0.04040232753104843,-0.5608127952408326,0.3042863449798392,-0.5300682762706158,-0.5775230927354373,-0.015119376168909553,-0.01817578767603278,0.4761156253560433
DAAA,-0.25607817684074763,-0.00570028573865311,0.007169701399485085,-0.04689257808677473,0.0668005734430972,0.10562541334238629,0.03032905852365953,-0.018073326296185625,-0.061918229300031505,-0.14527805461920473,-0.10559395754833073,-0.013268861750317216,-0.03979991161108813,0.04295324063578545,-0.09166064093439982,1.0,0.861153610610548,0.07263653842323527,0.03545137996881853,0.29561312712152393,-0.15550623635426128,0.011230130839273322,0.6806648458470953,0.34924387343904945,0.732531460074106,0.002985143407430345,0.01032339449893371,0.17393467700374404,-0.027155955090216434,-0.006029218603377951,0.07107176883587242,0.028628472535541606,-0.041581883535178214
DBAA,-0.2786481478115204,0.020962194340597786,0.028739452812426507,-0.028790553532352693,0.09757944394097497,0.14094866361799227,0.05735876262806282,0.0038992396724790977,-0.048657034990871345,-0.14905255653313446,-0.11215114141935434,0.005194382458271987,-0.020519731439375532,0.0756615052277609,-0.09414566490482365,0.861153610610548,1.0,0.08694299387044893,0.03970141525871507,0.3364156700018655,-0.17070456215192026,0.006945071612186457,0.7352864515470803,0.369796880718252,0.7963527510871499,-0.003777541319076241,0.04519781070367063,0.18531055305180996,-0.00200509113756803,0.022610307152323615,0.08770574934459881,0.03800527970046919,-0.052111890106908816
DCOILBRENTEU,0.08549301548218781,0.21907076852109053,0.19460276898446904,0.15703935592256613,0.436175398089945,0.2382149577052359,0.2378427240591129,0.1568251381470971,0.11558334464050983,0.1380343035100511,0.08005563158910854,0.15720793877062914,0.13617044519851085,-0.2203531880569697,-0.2720207303595357,0.07263653842323527,0.08694299387044893,1.0,0.45212006695247164,0.10543645406679013,-0.002052244532638965,0.03828130725355335,0.21537246227131027,0.11312476311250576,0.20390565874038544,0.01455917624975082,0.24338554886797337,-0.16138499347181767,0.186940929197756,0.23722213870725745,0.01983771005872642,0.0012173555333769889,-0.1606038725609048
DCOILWTICO,0.01587746740766509,0.10229746247031403,0.10143734704385685,0.08527646756001435,0.20888543310239846,0.10602866520263193,0.1256745228670472,0.08172197629602025,0.07539918369796934,0.08239210983253961,0.05288615720273124,0.07218008873695765,0.0715703889652172,-0.11564022453720868,-0.1372729663648395,0.03545137996881853,0.03970141525871507,0.45212006695247164,1.0,0.031538291758717474,0.006816783838949638,0.022431627441856974,0.10202049916074127,0.035419881145465265,0.11803379668513603,-0.004017944320309606,0.13154392894701192,-0.08327425766782884,0.09551945156758228,0.12112283480059574,0.008495491662050476,0.0002483540838197757,-0.09972498032264696
DEXJPUS,-0.3771169811407894,0.11279901106953627,0.06326846980978551,0.04768161494611958,0.12233709744633674,0.2073911599182315,0.13979048087796783,0.09584972307182227,0.00453891496777818,-0.035161231769136776,-0.03730743946936849,0.07596922379049187,0.08049655962410437,-0.17252102748138573,-0.24588232570441593,0.29561312712152393,0.3364156700018655,0.10543645406679013,0.031538291758717474,1.0,-0.4467042646116251,-0.005419834414815815,0.3744288588011686,0.27961637051927246,0.3356569839310533,0.002720758292332216,0.1411370821758857,0.42072638255837996,0.11278619226751611,0.13172230643341457,0.06416693717678872,0.014722749500898344,-0.1695571290494955
DEXUSEU,0.32362848444394715,0.10438244848207177,0.13762201172735478,0.09006778208077774,0.03874394379224691,0.07262927315803087,0.0987867555746622,0.06424117427905726,0.10799695562903597,0.1320818867228788,0.06313229499351182,0.07436522487646231,0.08498328355693859,-0.08333007199770813,-0.09385773679320498,-0.15550623635426128,-0.17070456215192026,-0.002052244532638965,0.006816783838949638,-0.4467042646116251,1.0,0.004868805734976706,-0.12427392167736616,-0.1143661677843419,-0.10778983182072636,0.009393394231619636,0.09084833047592385,-0.8032063479795809,0.08725224305862342,0.09644651219893634,0.024859664181617492,-0.01935325709747419,-0.027942992423728757
DFF,-0.025268506669893092,0.00011600612046849588,0.0001447094310978088,0.010333028257019214,0.003918039548421795,0.0036402612447390603,-0.0019957811667097405,-0.0005002048697546484,0.0072614153392640945,0.03215845723251363,0.017193164085866523,0.02347578691514163,0.00019114730430737074,-0.07770940313243693,-0.04419300542526025,0.011230130839273322,0.006945071612186457,0.03828130725355335,0.022431627441856974,-0.005419834414815815,0.004868805734976706,1.0,0.047911888179833585,0.04946686477069103,0.051467430374106365,0.008603630120858302,0.008239734185345035,0.008918993431428454,-1.1425030298809937e-05,0.004121887579124218,0.008361445996111737,-0.0032619673255389866,0.0036629696660518277
DGS10,-0.2948214271567339,0.2622909075434305,0.23390612689552742,0.16987769759013463,0.2976652213841908,0.4104644893111784,0.33032554174312984,0.17567331897144828,0.16342725212380332,0.11304537087273976,0.06525887375898971,0.22482281582855954,0.16031853561574902,-0.32861978315525814,-0.3988208439241147,0.6806648458470953,0.7352864515470803,0.21537246227131027,0.10202049916074127,0.3744288588011686,-0.12427392167736616,0.047911888179833585,1.0,0.6084144327807071,0.9329804352641184,0.020611127872627127,0.3216802061105557,0.05206127587123055,0.20487649511212405,0.2822467964265696,0.09676164816676598,0.05508141973610501,-0.18793458327961812
DGS2,-0.24199607451204394,0.1597119195088759,0.13473754083357284,0.07340019763627217,0.16594015394105233,0.26488311274126736,0.20451237197053798,0.1022857328289772,0.09670766004684003,0.05995083497069187,0.03784134641046472,0.13549723606868636,0.10651178554667169,-0.2565717227410594,-0.3103434323466279,0.34924387343904945,0.369796880718252,0.11312476311250576,0.035419881145465265,0.27961637051927246,-0.1143661677843419,0.04946686477069103,0.6084144327807071,1.0,0.48820240060147324,0.006255476282218617,0.2004987140929173,0.057530148326917364,0.11858226193052204,0.1691281007473415,-0.006647385016983366,0.03112368230040073,-0.09218832753076624
DGS30,-0.2660504982855768,0.23237545371297194,0.20839692881054386,0.1519227759346026,0.28541377725888095,0.37056754905778283,0.2936449010147897,0.1542485781901313,0.13082771795317993,0.07945988211555337,0.03388005207103151,0.19719227375749643,0.1371211928044485,-0.30598659283408886,-0.36149450577076025,0.732531460074106,0.7963527510871499,0.20390565874038544,0.11803379668513603,0.3356569839310533,-0.10778983182072636,0.051467430374106365,0.9329804352641184,0.48820240060147324,1.0,0.016522093929754726,0.28435045769871686,0.037113476884408976,0.18138206597993964,0.24990501916522523,0.11125712421744449,0.04091814536267431,-0.16975554539246937
DHHNGSP,-0.000546279388200534,0.01291569932725512,0.020735859097523617,0.037879926718291296,0.033874048172985644,0.01924794978529911,0.015373205760672267,0.028206328797822915,0.014249469202585793,0.022484844894236945,0.015320008790649896,-0.00029362374117686003,0.013103946607217948,-0.04430244308185302,-0.04040232753104843,0.002985143407430345,-0.003777541319076241,0.01455917624975082,-0.004017944320309606,0.002720758292332216,0.009393394231619636,0.008603630120858302,0.020611127872627127,0.006255476282218617,0.016522093929754726,1.0,0.01657614222306155,-0.027451141947876536,0.029993077922138713,0.029663010873231293,0.0053679949769797584,0.023618365509237415,-0.0020053265751194017
DJIA,0.028397669192199666,0.8482151821962483,0.6823869529133959,0.7303616319666602,0.5896979254549549,0.8954151176618461,0.9265762017252518,0.6870696546145,0.7284516352132573,0.7084306337372268,0.4466467259608064,0.8085849233170693,0.6696843650076112,-0.4235243978131545,-0.5608127952408326,0.01032339449893371,0.04519781070367063,0.24338554886797337,0.13154392894701192,0.1411370821758857,0.09084833047592385,0.008239734185345035,0.3216802061105557,0.2004987140929173,0.28435045769871686,0.01657614222306155,1.0,-0.2710593353730446,0.8328541777826622,0.9500158067515141,0.056320658390738534,0.016181155550833663,-0.665893976430671
DTWEXBGS,-0.33395008369985413,-0.2839416469003491,-0.28574734259622353,-0.21092978075283322,-0.22244469102952033,-0.24762179455061903,-0.27906024939474217,-0.18856333505206652,-0.21725305145870535,-0.28769749724107685,-0.1526251978604242,-0.20568256560288894,-0.20511189935393226,0.25479953085786144,0.3042863449798392,0.17393467700374404,0.18531055305180996,-0.16138499347181767,-0.08327425766782884,0.42072638255837996,-0.8032063479795809,0.008918993431428454,0.05206127587123055,0.057530148326917364,0.037113476884408976,-0.027451141947876536,-0.2710593353730446,1.0,-0.24309725159759654,-0.27591260327084777,-0.015100664730924605,0.02112310436022315,0.19562766929062195
NASDAQCOM,0.05881943852867813,0.8219975704687614,0.570350049633017,0.8415328233295472,0.41700476248713364,0.6982558644640203,0.7582778921257983,0.8116883286039009,0.5460924759697066,0.5956291060344604,0.3191040713853567,0.6884736489410835,0.734171214872351,-0.3652820830353561,-0.5300682762706158,-0.027155955090216434,-0.00200509113756803,0.186940929197756,0.09551945156758228,0.11278619226751611,0.08725224305862342,-1.1425030298809937e-05,0.20487649511212405,0.11858226193052204,0.18138206597993964,0.029993077922138713,0.8328541777826622,-0.24309725159759654,1.0,0.9493288117017449,0.046918230010082246,0.011649816143469164,-0.6961436136128342
SP500,0.05217108955946415,0.8666454576737028,0.6655669589817059,0.8205271772911175,0.5431644181637829,0.8443144617952384,0.8870017607303161,0.7792712784312468,0.6912479802998579,0.7111815290969631,0.4328053740403776,0.7944833464372858,0.7284373272190557,-0.4207346034237712,-0.5775230927354373,-0.006029218603377951,0.022610307152323615,0.23722213870725745,0.12112283480059574,0.13172230643341457,0.09644651219893634,0.004121887579124218,0.2822467964265696,0.1691281007473415,0.24990501916522523,0.029663010873231293,0.9500158067515141,-0.27591260327084777,0.9493288117017449,1.0,0.05847192976587054,0.01740482258350388,-0.7116330790835017
T10Y2Y,-0.019023557627794292,0.05806962926894797,0.045386745328184715,0.03500996220578895,0.04685145998838709,0.0796980065340051,0.06922320839812657,0.03853617273397643,0.02502456830539454,0.020610018145235352,0.013834934541433091,0.03894682876494083,0.04381596769715134,-0.026674168281037372,-0.015119376168909553,0.07107176883587242,0.08770574934459881,0.01983771005872642,0.008495491662050476,0.06416693717678872,0.024859664181617492,0.008361445996111737,0.09676164816676598,-0.006647385016983366,0.11125712421744449,0.0053679949769797584,0.056320658390738534,-0.015100664730924605,0.046918230010082246,0.05847192976587054,1.0,-0.004492633278157498,-0.051459429513573324
T10Y3M,-0.030318294908785282,0.00952004431084298,0.008617830766763711,0.002026916758241875,0.010709314302250075,0.023944179189837572,0.014591017851264427,0.018032470319246825,-0.004934628997457146,-0.009980553766417493,0.009740120047234128,0.02485828922118533,-0.008146027639091937,0.0005013837217015901,-0.01817578767603278,0.028628472535541606,0.03800527970046919,0.0012173555333769889,0.0002483540838197757,0.014722749500898344,-0.01935325709747419,-0.0032619673255389866,0.05508141973610501,0.03112368230040073,0.04091814536267431,0.023618365509237415,0.016181155550833663,0.02112310436022315,0.011649816143469164,0.01740482258350388,-0.004492633278157498,1.0,0.02440688034699842
VIXCLS,0.0027431612330420223,-0.647949682457522,-0.47636880484060623,-0.5315961776996608,-0.38460656898531603,-0.6016746319361426,-0.6307609734159204,-0.5646844821189766,-0.45224038286712215,-0.44619743079025503,-0.24115576506770134,-0.5626140260829623,-0.5238873626422303,0.3175850729242495,0.4761156253560433,-0.041581883535178214,-0.052111890106908816,-0.1606038725609048,-0.09972498032264696,-0.1695571290494955,-0.027942992423728757,0.0036629696660518277,-0.18793458327961812,-0.09218832753076624,-0.16975554539246937,-0.0020053265751194017,-0.665893976430671,0.19562766929062195,-0.6961436136128342,-0.7116330790835017,-0.051459429513573324,0.02440688034699842,1.0
